tx_id,qber,ch_state,mode,lat_classical,lat_proposed,overhead_ms,overhead_pct
80,0.10430192060979944,ATTACKED,PQC-Only,0.07931800018923241,0.44703200001094956,0.36771399982171715,463.5946430122367
81,0.06759213176820868,NOISY,Hybrid,0.08060900017881067,0.5129650003254937,0.4323560001466831,536.361943688187
82,0.015900752514864284,NOISY,Hybrid,0.09121199991568574,0.554236999960267,0.46302500004458125,507.6360571773351
83,0.010605047135434136,CLEAN,Hybrid,0.07998499995665043,0.632543999927293,0.5525589999706426,690.8282806402622
84,0.07491301152412845,CLEAN,Hybrid,0.08062500000960426,0.6133890001365216,0.5327640001269174,660.7925582182364
85,0.019301668400455614,CLEAN,Hybrid,0.08034300026338315,0.4817289996026375,0.40138599933925434,499.5905032466016
86,0.022389117760540495,CLEAN,Hybrid,0.09148600020125741,0.5705810003746592,0.4790950001734018,523.6812180218334
87,0.028911486146515453,CLEAN,Hybrid,0.07937600003060652,0.4474709999158222,0.36809499988521566,463.7358896181242
88,0.022156134428823013,CLEAN,Hybrid,0.08026099976632395,0.6174840000312543,0.5372230002649303,669.3450141775324
89,0.03774571304607547,CLEAN,Hybrid,0.08090999972409918,0.5691329997716821,0.4882230000475829,603.414907566938
90,0.017631546820160004,NOISY,Hybrid,0.09036500023285043,0.4335720000199217,0.34320699978707125,379.80080662059805
91,0.06843741829283088,NOISY,Hybrid,0.07958500009408453,0.4326700000092387,0.3530849999151542,443.6577238144636
92,0.030992845047789697,CLEAN,Hybrid,0.08133000028465176,0.4327390001890308,0.351408999904379,432.07795238468157
93,0.00670959380474726,CLEAN,Hybrid,0.07834300004105899,0.538857000265125,0.46051400022406597,587.8176735416233
94,0.07521362013272137,CLEAN,Hybrid,0.07980700002008234,0.46106800027700956,0.3812610002569272,477.7287708609372
95,0.0334941045787107,CLEAN,Hybrid,0.08246300012615393,0.4137729997637507,0.3313099996375968,401.768064623832
96,0.03778255084361234,CLEAN,Hybrid,0.08029600030567963,0.6310240000857448,0.5507279997800651,685.8722697064528
97,0.02841794489392564,CLEAN,Hybrid,0.08404500022152206,0.882639999872481,0.7985949996509589,950.1992950753263
98,0.04654083958466389,CLEAN,Hybrid,0.08380400004170951,0.6176439997034322,0.5338399996617227,637.0101658584659
99,0.05179153288271181,CLEAN,Hybrid,0.08301800016852212,0.4656950000025972,0.3826769998340751,460.9566588658618
100,0.015119281919740076,CLEAN,Hybrid,0.0842039999042754,0.5969479998384486,0.5127439999341732,608.9306927427077
101,0.02561895701046793,CLEAN,Hybrid,0.07944099979795283,0.44860999969387194,0.3691689998959191,464.7084009955178
102,0.018641650370704616,CLEAN,Hybrid,0.0807209999038605,0.7059399999889138,0.6252190000850533,774.5431806217654
103,0.009850085795575926,CLEAN,Hybrid,0.08218899984058226,0.41254199959439575,0.3303529997538135,401.9430828877126
104,0.010978976059772981,CLEAN,Hybrid,0.12496599993028212,0.5250780000096711,0.40011200007938896,320.17668830130543
105,0.03233033397307081,CLEAN,Hybrid,0.08198199975595344,0.48404600011053844,0.402064000354585,490.4296083914294
106,0.06837956185181092,CLEAN,Hybrid,0.08037299994612113,0.5315179996614461,0.45114499971532496,561.3141229240599
107,0.0317606659430824,CLEAN,Hybrid,0.08217599997806246,0.48125199964488274,0.3990759996668203,485.63570844693925
108,0.01968017475915124,CLEAN,Hybrid,0.08433799985141377,0.6763099995623634,0.5919719997109496,701.9042433468694
109,0.0344031897278197,CLEAN,Hybrid,0.08222199994634138,0.8227249995798047,0.7405029996334633,900.6141909911221
110,0.006822634941403699,CLEAN,Hybrid,0.08154800025295117,0.5338609998943866,0.45231299964143545,554.6586038142199
111,0.15143682078066706,NOISY,PQC-Only,0.08309099985126522,0.42163900025116163,0.3385480003998964,407.44244383375457
112,0.17350378373973133,ATTACKED,PQC-Only,0.10311599999113241,0.4129789999751665,0.3098629999840341,300.4994375370274
113,0.1994808525779947,ATTACKED,PQC-Only,0.08159400022123009,0.4471799998100323,0.3655859995888022,448.0550023256241
114,0.060045719198940306,NOISY,Hybrid,0.08118599998852005,0.4859480000050098,0.40476200001648976,498.56132839864557
115,0.1466739281992206,NOISY,PQC-Only,0.09359299974676105,0.5814549999740848,0.48786200022732373,521.259070173362
116,0.011034343936650719,CLEAN,Hybrid,0.08152000009431504,0.6844480003564968,0.6029280002621817,739.607457758367
117,0.10077162528854978,NOISY,PQC-Only,0.07945499964989722,0.38182199978109566,0.30236700013119844,380.55125726954753
118,0.002263674250207186,CLEAN,Hybrid,0.08311800002047676,0.5594819999714673,0.47636399995099055,573.1177360302637
119,0.009235498254682846,CLEAN,Hybrid,0.08986400007415796,0.5024680003771209,0.41260400030296296,459.142704489531
120,0.1295773141138911,ATTACKED,PQC-Only,0.07992500013642712,0.6327599999167433,0.5528349997803161,691.6922099926936
121,0.1478655427375177,DEGRADED,PQC-Only,0.08143800005200319,0.6665360001534282,0.585098000101425,718.4582132761166
122,0.06713712946724561,NOISY,Hybrid,0.08000600018931436,0.5623339998237498,0.4823279996344354,602.8647832576629
123,0.061418501738785776,NOISY,Hybrid,0.09950699995897594,0.4261520002728503,0.32664500031387433,328.26333870837357
124,0.18072518912900484,ATTACKED,PQC-Only,0.07962900008351426,0.40145100001609535,0.3218219999325811,404.15175324951565
